memberId	residentialState	yearsEmployment	homeOwnership	annualIncome	incomeVerified	dtiRatio	lengthCreditHistory	numTotalCreditLines	numOpenCreditLines	numOpenCreditLines1Year	revolvingBalance	revolvingUtilizationRate	numDerogatoryRec	numDelinquency2Years	numChargeoff1year	numInquiries6Mon
2813592	CT	2-5 years	mortgage	54820	0	15.13	6	12	7	6	12274	75.94	0	0	0	0
2860870	AL	10+ years	own	55830	1	19.94	5	13	11	5	18136	59.88	0	0	0	0
2110945	KS	< 1 year	own	49856	1	8.97	1	16	13	7	14695	57.84	0	0	0	0
2810353	MN	6-9 years	rent	56045	0	16.52	25	13	7	6	11310	67.93	0	0	0	0
2698719	TX	< 1 year	rent	53425	1	12.11	3	19	16	6	13746	64.39	0	0	0	2
2854002	IA	6-9 years	own	55431	0	11.83	11	17	14	7	16210	56.78	0	0	0	2
2752212	IA	1 year	mortgage	56174	0	14.86	7	12	8	6	14768	77.8	0	0	0	2
2388867	TX	< 1 year	mortgage	54277	1	13.63	26	20	10	4	19960	74.64	0	0	0	16
2478933	IL	1 year	rent	49625	0	24.03	13	14	8	7	13222	51.07	1	2	1	0
2429203	MN	1 year	rent	54150	1	14.28	6	13	13	7	14942	69.89	0	0	0	1
2127484	CT	10+ years	rent	55726	1	14.49	5	11	7	7	17832	55.68	0	1	1	9
2872768	IL	6-9 years	own	55470	0	16.74	3	17	13	6	16153	81.83	1	0	0	0
2521024	TX	1 year	mortgage	55995	1	20.33	4	18	13	5	15093	76.12	0	0	0	0
2883281	NE	< 1 year	rent	54457	1	22.63	26	14	9	4	15133	66.52	0	1	1	2
2762199	NC	2-5 years	rent	48576	1	15.15	2	15	9	6	16316	85.24	0	16	12	0
2285498	AL	6-9 years	own	47926	1	23.7	2	22	12	10	14154	49.13	1	0	0	1
2196826	TN	< 1 year	own	56574	1	16.9	3	12	10	4	12470	75.11	0	0	0	0
2086218	FL	6-9 years	mortgage	56134	1	14.6	7	18	10	8	17286	73.58	2	14	12	0
2267143	MN	< 1 year	rent	49450	1	22.29	6	17	13	8	15508	67.46	0	0	0	0
2273245	DC	< 1 year	rent	53506	1	18.5	33	21	18	12	14146	62.45	0	0	0	1
2685338	MN	< 1 year	rent	59198	0	17.19	9	14	11	8	14063	62.41	14	0	0	0
2104133	VA	< 1 year	own	55578	1	21.19	29	12	12	10	15276	44.54	0	0	0	0
2531823	DE	1 year	mortgage	47089	1	23.14	3	13	12	9	10912	63.17	0	0	0	2
2896566	WA	6-9 years	mortgage	54628	0	8.01	3	19	11	8	17654	68.47	0	0	0	0
2606044	NY	< 1 year	rent	60652	1	16.48	2	18	16	14	14821	86.84	0	10	6	0
2848132	IA	6-9 years	rent	53684	1	22.59	39	11	9	9	15497	69.08	0	2	1	7
2660059	MO	1 year	own	58625	0	5.47	8	16	13	11	14260	93.28	0	1	1	2
2217578	OK	< 1 year	rent	51133	0	23.68	3	16	15	13	16543	74.96	0	0	0	0
2049874	NC	2-5 years	own	47540	0	14.19	5	20	17	12	12582	75.11	0	1	1	0
2821668	TN	10+ years	mortgage	55407	1	17.75	5	22	14	9	14259	78.67	0	0	0	0
2832390	RI	< 1 year	mortgage	59714	0	22.13	23	17	11	7	14918	48.8	0	0	0	1
2461024	PA	10+ years	mortgage	51523	0	15.82	3	16	13	8	19399	59.71	7	0	0	0
2682124	WV	< 1 year	own	54781	0	14.9	10	25	18	8	16513	73.46	0	0	0	0
2740418	AL	1 year	own	58812	1	11.83	8	9	6	5	16651	63.05	0	0	0	0
2602124	IL	10+ years	rent	56332	0	18.11	6	17	14	9	13265	67.26	0	7	6	1
2857293	AR	10+ years	rent	52871	0	22.51	3	20	15	10	14016	80.57	0	0	0	0
2718667	IL	2-5 years	mortgage	56742	1	14.16	3	10	10	7	20374	77.21	0	0	0	0
2229834	CO	10+ years	own	48684	0	20.36	23	14	9	5	12231	79.97	0	0	0	1
2050233	IA	10+ years	rent	56284	1	14.73	8	15	10	5	12665	71.71	0	8	5	1
2850685	TX	6-9 years	own	59663	1	19.98	1	17	15	10	14630	80.55	6	0	0	1
2118366	CA	1 year	own	50040	0	14.72	6	19	15	6	20004	100	0	6	6	0
2548033	CA	6-9 years	mortgage	55334	1	11.51	3	17	14	7	15205	49.33	0	0	0	15
2186122	SD	10+ years	mortgage	61074	1	8.83	2	10	9	6	16189	51.3	0	0	0	0
2503832	OH	10+ years	own	49574	0	8.58	9	9	9	6	13453	80.41	0	19	15	1
2023927	MO	1 year	mortgage	59137	1	17.67	3	17	9	4	15767	78.39	8	1	1	0
2819098	ND	< 1 year	mortgage	54722	0	10.51	6	12	10	6	14697	64.52	1	0	0	0
2566546	MN	1 year	own	52108	1	13.09	14	20	11	10	12717	67.12	0	0	0	0
2797261	GA	1 year	rent	55539	1	21	16	21	16	13	11800	63.77	0	0	0	0
2522986	CO	10+ years	rent	56164	1	11	33	23	16	6	14151	54.76	0	0	0	3
2353279	NV	< 1 year	rent	54969	1	12.27	3	17	15	7	17225	44.75	0	0	0	2
2370570	IL	10+ years	own	58990	1	7.01	3	21	16	7	16193	52.06	0	0	0	0
2834564	WA	6-9 years	rent	53210	1	6.04	7	15	10	8	18028	80.11	0	1	1	2
2733064	RI	6-9 years	mortgage	54312	1	20.02	2	18	18	9	15204	72.48	1	0	0	9
2677213	IN	1 year	rent	58679	1	22.59	8	14	9	5	13933	67.85	0	0	0	0
2392703	IN	2-5 years	mortgage	53864	1	24.59	2	16	12	9	13631	79.06	1	0	0	0
2241026	LA	1 year	rent	60180	0	11.19	2	13	11	8	16795	54.45	1	7	5	1
2825139	WA	6-9 years	rent	53900	1	27.31	2	19	18	13	13060	65.67	9	0	0	0
2353996	CA	1 year	mortgage	52839	1	9.42	8	14	8	6	15104	67.83	0	0	0	1
2272941	FL	10+ years	rent	60074	1	15.54	1	13	12	5	15105	46.24	0	1	1	0
2834495	GA	6-9 years	rent	57976	1	6.18	7	7	7	4	11860	64.92	0	8	6	1
2305387	OR	6-9 years	rent	50658	0	22.14	12	13	8	7	11337	83.47	0	0	0	14
2569523	MT	2-5 years	mortgage	53475	0	13.04	6	11	9	3	14177	68.1	0	0	0	0
2403271	SC	6-9 years	rent	58346	0	13.87	4	12		5	9493	46.9	0	0	0	1
2068500	MI	10+ years	own	54820	0	19.65	4	16	15	8	13476	48.36	0	9	6	5
2843484	KS	2-5 years	own	55214	1	18.09	6	10	7	7	11973	54.34	0	18	10	1
2060580	NJ	2-5 years	mortgage	51055	1	19.49	5	17	13	12	14300	35.07	0	0	0	6
2414105	NY	2-5 years	mortgage	47974	1	16.58	4	16	15	8	8839	55.85	0	20	11	2
2451679	LA	10+ years	own	62058	0	10.68	15	5	4	3	19359	79.24	6	1	1	1
2607830	CA	1 year	mortgage	54579	0	24.87	10	8	7	6	13112	53.64	0	0	0	2
2397605	MI	6-9 years	mortgage	52551	1	24.7	5	12	9	6	11948	61.22	0	1	1	2
2027795	TX	2-5 years	mortgage	56596	1	15.16	23	20	14	13	17234	72.23	0	0	0	0
2010235	IL	< 1 year	rent	58032	0	27.2	5	13	12	8	17691	88.98	0	0	0	0
2740081	NE	6-9 years	own	56069	1	13.89	13	15	15	14	13710	71.4	0	0	0	0
2688160	NH	2-5 years	rent	54420	0	19.84	10	9	8	7	15597	58.01	0	0	0	0
2544241	TX	10+ years	own	53464	1	20.95	6	15	14	11	19466	75.39	0	0	0	1
2400811	AL	2-5 years	rent	58540	1	11.83	8	19	14	7	15197	47.4	0	12	9	1
2071017	NE	2-5 years	rent	50966	0	21.99	2	17	10	9	11902	61.41	0	0	0	2
2072986	CA	< 1 year	mortgage	54703	1	8.99	6	11	10	7	12453	56.26	0	0	0	1
2251947	LA	6-9 years	mortgage	56888	0	16.31	9	14	10	6	17914	73.56	0	0	0	1
2482059	CA	1 year	own	56947	1	13.74	23	10	10	9	14259	78.12	0	0	0	3
2133706	DC	10+ years	rent	51395	1	16.39	6	15	11	9	15374	70.84	0	0	0	0
2330846	NH	10+ years	mortgage	59870	0	14.16	2	12	11	7	13210	73.93	0	0	0	0
2379214	KS	10+ years	own	53031	0	20.47	29	16	13	11	15082	50.35	0	1	1	0
2684131	CT	2-5 years	rent	51116	1	12.35	17	19	19	12	14183	73.62	0	0	0	0
2041426	UT	2-5 years	own	57321	1	19.54	5	17	11	4	14722	55.76	0	0	0	0
2875352	TX	2-5 years	rent	51364	1	12.04	30	13	12	8	15035	59.68	0	0	0	0
2011154	NY	2-5 years	own	53532	1	26.06	28	21	18	9	12282	90.1	14	12	8	0
2819180	FL	2-5 years	rent	59230	1	25.72	36	18	17	16	19167	67.36	0	0	0	3
2831358	NJ	10+ years	mortgage	54147	0	22.39	3	13	10	4	15144	93.36	0	0	0	0
2254695	VA	2-5 years	own	51006	1	17.65	4	16	10	6	15427	34.04	0	0	0	7
2070527	IL	< 1 year	mortgage	52761	1	17.42	8	16	15	14	14988	74.63	1	1	1	0
2312207	MO	2-5 years	own	56212	1	15.88	1	14	7	3	17629	38.01	0	0	0	2
2491808	AL	1 year	own	57429	0	12.65	9	12	7	3	10827	74.25	0	0	0	0
2598347	NY	6-9 years	rent	59110	1	17.23	2	13	9	4	11935	44.82	0	7	7	0
2165341	MN	< 1 year	rent	58267	1	14.47	8	21	18	10	18278	66.76	0	0	0	0
2475385	TX	6-9 years	own	56132	0	14.8	32	16	15	9	13266	57.49	0	0	0	0
2193630	CA	2-5 years	mortgage	54261	0	19.29	22	15	9	5	11552	38.7	0	0	0	1
2443833	ID	1 year	own	50879	1	20.73	21	13	10	9	20028	100	0	0	0	0
2270548	NY	2-5 years	own	56282	1	12.86	5	11	8	3	16399	59.35	2	0	0	1
2405850	GA	6-9 years	rent	53031	0	9.53	22	17	9	5	15945	76.77	0	8	6	0
2804403	RI	2-5 years	rent	53085	1	20.82	5	11	8	5	14315	35.86	0	0	0	0
2187920	FL	< 1 year	mortgage	60966	1	21.21	26	11	10	4	14853	70.34	1	0	0	1
2674534	TN	< 1 year	own	53198	1	10.84	5	6	6	3	15346	57.06	0	13	12	0
2375832	OR	6-9 years	own	56202	0	12.72	25	20	12	10	9484	37.14	0	0	0	1
2374701	AZ	10+ years	mortgage	57557	1	14.77	5	9	7	2	9827	47.48	1	0	0	0
2196843	FL	1 year	own	55023	1	17.78	37	12	7	6	17525	42	0	0	0	0
2477607	NE	10+ years	own	57528	1	18.12	4	15	11	5	14632	54.81	0	0	0	0
2450965	AZ	2-5 years	mortgage	57572	0	17.74	7	17	12	7	15079	68.15	0	0	0	1
2843212	TX	1 year	mortgage	48598	1	17.72	3	15	11	8	12467	51.84	0	0	0	13
2232086	MN	< 1 year	own	54445	1	8.71	3	18	11	6	13242	64.7	0	0	0	0
2000608	SC	1 year	mortgage	58129	1	8.59	9	13	10	6	17884	47.96	0	0	0	1
2065340	AR	2-5 years	own	59528	0	14.03	3	19	10	4	15097	55.98	0	0	0	0
2721240	CA	10+ years	rent	57543	1	22.53	22	9	8	4	14919	79.5	0	0	0	2
2084329	CT	< 1 year	rent	58165	0	22.65	20	17	15	14	16627	32.75	0	0	0	0
2591258	IA	1 year	own	53414	1	15.62	10	13	10	4	16656	99.25	0	0	0	0
2668194	MI	6-9 years	mortgage	51768	1	7.82	29	13	12	8	14225	58.72	0	0	0	0
2693616	SC	1 year	mortgage	49184	1	16.82	3	12	7	5	15356	56.12	0	0	0	0
2251674	KY	1 year	mortgage	55759	1	24.65	40	16	10	6	11657	76.68	0	4	3	3
2089175	IN	10+ years	mortgage	60545	1	15.16	3	16	8	5	16873	53.44	0	0	0	1
2616271	DC	2-5 years	own	51632	1	16.8	1	14	9	9	16197	49.51	10	0	0	1
2829519	ME	2-5 years	own	54444	1	18.07	3	24	22	20	13690	57.17	0	5	4	2
2000472	IA	2-5 years	rent	47962	1	21.43	2	12	7	5	19616	49.46	0	0	0	1
2514217	NJ	1 year	mortgage	53977	1	25	2	14	11	8	13018	65.35	0	7	5	0
2493927	NC	10+ years	rent	57479	1	20.91	5	19	13	7	18420	56.16	0	0	0	1
2362697	DC	1 year	mortgage	50528	1	16.96	5	13	9	8	13317	81	0	0	0	11
2048351	AL	10+ years	mortgage	54840	0	19.4	8	15	15	14	13871	71.28	0	0	0	5
2076200	TN	2-5 years	own	54236	1	19.01	36	18	10	6	12729	60.89	0	7	6	0
2627161	MD	2-5 years	mortgage	54125	1	15.34	9	14	11	4	12844	75.76	0	0	0	15
2171185	AR	1 year	mortgage	55637	1	11.81	29	11	9	7	17155	83.35	0	0	0	0
2867158	CA	10+ years	own	59086	1	16.46	39	17	10	5	12512	55.41	0	0	0	0
2532477	ND	1 year	rent	56191	0	16.47	39	16	10	6	12826	69.49	0	0	0	2
2333312	NJ	2-5 years	mortgage	59346	0	13.49	12	9	5	5	19781	55.73	0	0	0	0
2831728	DC	10+ years	rent	55107	0	13.68	9	14	13	9	15972	68.45	0	0	0	0
2719849	FL	6-9 years	rent	51397	1	17.37	17	16	15	7	16682	100	0	0	0	1
2067250	NY	< 1 year	mortgage	55523	1	17.9	34	16	13	7	16236	75.28	0	0	0	0
2004435	DE	1 year	own	51810	1	11.95	3	13	11	10	16838	88.12	0	0	0	0
2316541	MO	< 1 year	mortgage	52079	1	21.53	26	17	12	6	11936	66.74	0	4	4	0
2808338	WI	10+ years	rent	53129	1	16.57	4	18	18	16	11542	77.4	0	0	0	0
2421776	NH	2-5 years	mortgage	55177	1	13.46	16	18	12	12	18486	62.08	0	10	6	0
2234948	NV	6-9 years	mortgage	58814	1	14.48	3	16	10	7	17230	71.96	4	0	0	0
2592039	KY	2-5 years	mortgage	59602	1	18.29	8	7	7	6	9980	51.1	2	1	1	0
2364371	MS	6-9 years	mortgage	55885	1	14.54	8	11	11	6	15070	54.35	0	9	7	0
2031139	DC	10+ years	mortgage	54567	0	22.29	12	17	12	10	15398	90.4	4	0	0	0
2560343	NV	10+ years	rent	51019	0	19.53	1	16	15	12	19778	85.21	0	0	0	3
2783705	CO	2-5 years	mortgage	57561	1	12.5	6	12	11	7	15796	64.07	0	1	1	3
2700687	AZ	10+ years	rent	53388	1	15.2	7	19	19	18	12947	63.16	0	0	0	1
2727662	LA	10+ years	mortgage	55520	0	11.18	3	18	15	14	12475	88.04	0	1	1	2
2037960	FL	6-9 years	mortgage	50062	1	15.04	9	15	13	9	14646	58.01	0	1	1	1
2451258	SD	10+ years	rent	53248	1	19.75	7	8	7	3	16387	77.26	1	1	1	0
2430067	FL	2-5 years	rent	46884	1	21.42	16	18	17	17	11174	69.44	0	16	15	0
2258555	SD	10+ years	own	51840	1	9.96	31	15	12	9	13928	62.44	3	0	0	2
2426473	SC	6-9 years	mortgage	56357	0	19.76	6	17	11	9	13892	66.96	0	0	0	0
2508134	NY	< 1 year	rent	59198	0	18.9	6	19	18	7	17581	82.24	0	0	0	1
2425649	NV	6-9 years	rent	51977	1	17.42	17	13	10	7	14719	37.69	0	0	0	2
2872177	TX	< 1 year	own	59405	1	13.39	17	20	13	9	11302	66.76	2	6	4	13
2484004	TX	2-5 years	own	56122	1	24.47	2	13	10	5	16853	68.53	0	0	0	0
2375529	TX	6-9 years	mortgage	52034	0	24.43	18	16	15	8	14920	66.28	8	0	0	12
2456783	TX	6-9 years	rent	53645	0	20.54	3	22	12	12	15657	86.77	0	0	0	1
2034339	CA	< 1 year	rent	56042	1	13.69	2	16	15	14	15124	63.82	0	0	0	0
2476433	NE	1 year	mortgage	49507	1	20.8	7	11	11	9	16166	46.56	1	0	0	2
2545381	LA	< 1 year	own	55090	1	16.2	20	25	21	16	15703	78.94	0	0	0	0
2515352	GA	2-5 years	own	50998	1	20.47	9	9	9	9	13622	84.49	0	1	1	0
2667345	NH	< 1 year	mortgage	57053	0	17.86	2	9	5	3	14900	56.88	0	16	10	0
2057075	ME	10+ years	own	50806	1	9.19	8	11	10	7	16788	64.16	0	4	3	0
2226814	KY	6-9 years	rent	51121	1	17.16	7	14	10	8	16712	66.09	0	0	0	0
2196624	NH	6-9 years	mortgage	52501	1	14.45	4	19	13	7	16420	70.27	0	0	0	1
2887628	NV	< 1 year	mortgage	54239	1	4.64	9	21	11	9	13806	60.32	0	13	9	0
2094174	IN	6-9 years	rent	58137	0	21.27	14	18	13	7	14784	68.01	0	0	0	0
2047481	WA	< 1 year	own	54915	1	16.99	2	20	18	9	13210	51.3	0	0	0	1
2501686	AL	10+ years	rent	53807	1	16.41	8	19	11	6	10901	68.44	0	0	0	10
2077203	MT	1 year	mortgage	53218	1	24.96	9	20	13	8	20735	72.6	0	0	0	0
2477203	AZ	6-9 years	mortgage	50096	1	31.8	5	19	13	11	13608	58.19	0	0	0	2
2377699	DC	10+ years	mortgage	57046	1	13.84	4	17	9	8	10823	94.46	1	10	9	1
2372583	NV	10+ years	rent	52973	1	13.6	22	9	5	4	15345	53.33	1	0	0	0
2650836	TN	< 1 year	rent	56187	1	21.63	37	11	8	6	14529	66.28	0	0	0	1
2186157	FL	6-9 years	own	56800	1	12.61	9	20	14	10	8375	43.8	0	3	2	1
2624246	CA	10+ years	rent	56498	0	10.58	4	20	15	12	13024	50.64	0	0	0	0
2209418	SD	10+ years	mortgage	56027	0	23.46	5	21	15	13	19667	47.66	0	0	0	1
2846254	ME	1 year	mortgage	55519	1	20.65	8	19	14	8	14625	44.7	0	0	0	3
2423546	CA	10+ years	own	55717	0	13	6	18	13	8	18207	66.89	0	0	0	2
2393424	IA	6-9 years	own	51951	1	15.83	4	21	18	14	15706	64.08	0	1	1	12
2639216	DC	2-5 years	own	46657	1	7.24	6	16	12	9	9984	61.44	6	0	0	0
2300017	MS	< 1 year	own	58196	1	25.78	4	22	17	8	12650	62.52	0	9	7	8
2025752	VA	10+ years	mortgage	51400	1	19	2	16	13	8	18229	49.87	0	0	0	0
2046417	CO	1 year	rent	58270	0	15.06	32	7	6	4	16456	69.62	0	1	1	1
2323264	SD	< 1 year	own	53763	0	22.94	19	9	7	7	10989	89.42	0	0	0	0
2543946	NE	10+ years	rent	48690	1	18.65	2	15	15	13	14597	34.77	0	6	6	0
2504265	IL	10+ years	mortgage	58434	0	27.88	1	10	9	6	14279	60.12	0	0	0	0
2078359	WY	10+ years	mortgage	50528	1	9.81	4	20	12	8	9119	50.41	0	19	14	0
2877967	ME	10+ years	rent	57455	1	15.06	1	19	15	14	11992	85.71	0	0	0	2
2153034	OR	< 1 year	mortgage	50748	1	18.65	5	20	20	13	13374	74.2	6	0	0	18
2068482	NY	1 year	mortgage	50459	0	17.63	26	15	11	8	19382	58.53	0	0	0	1
2085540	AL	6-9 years	mortgage	59120	1	18.02	17	14	11	4	13226	75.31	2	0	0	0
2677198	IA	10+ years	own	55930	1	20.3	3	10	9	8	15759	55.71	2	17	12	1
2799440	KS	2-5 years	mortgage	50252	1	7.24	1	11	6	3	16863	41.55	1	3	3	0
2232553	WA	2-5 years	mortgage	55201	1	28.69	17	17	13	11	17114	64	0	1	1	0
2562705	IA	10+ years	rent	55121	0	15.63	1	7	6	4	13178	47.36	1	0	0	2
2872053	CA	10+ years	rent	59713	1	21.18	6	15	10	9	13999	71.5	0	0	0	1
2023584	SD	1 year	own	51934	0	16.61	4	9	7	6	14760	51.45	0	0	0	0
2821596	MD	10+ years	mortgage	55396	1	15.38	5	10	9	7	16982	38.92	0	0	0	0
2036525	IN	1 year	own	51646	1	11.77	2	12	10	8	16082	75.66	0	0	0	1
2609740	CA	6-9 years	own	56998	1	25.34	5	13	12	9	14137	69.02	0	0	0	0
2015024	WI	2-5 years	own	54255	1	17.05	1	14	13	9	12650	59.66	0	0	0	0
2032720	WV	6-9 years	mortgage	54091	1	14.5	4	12	11	11	10779	58.46	0	0	0	0
2673689	IL	2-5 years	mortgage	55480	0	22.93	6	13	7	5	11835	81.26	0	0	0	18
2896196	TN	6-9 years	mortgage	55122	0	19.71	1	18	12	11	18507	58.74	0	1	1	1
2745890	NY	6-9 years	rent	53836	1	21.89	7	8	5	3	18172	85.82	0	0	0	1
2244494	NY	< 1 year	mortgage	54003	0	15.09	9	10	8	3	16203	69	2	0	0	1
2350886	NC	< 1 year	rent	54313	0	15.64	40	21	11	10	16060	62.59	0	0	0	0
2550231	DE	1 year	rent	50042	1	20.39	39	10	8	3	18672	82.75	0	0	0	0
2251561	NH	2-5 years	own	59689	0	15.98	22	17	12	12	14205	100	1	0	0	0
2354469	DE	10+ years	rent	54559	1	14.8	7	18	13	6	12296	59.21	12	0	0	0
2743553	GA	1 year	mortgage	56367	0	15.53	5	16	11	10	9375	53.05	0	0	0	1
2851979	WA	6-9 years	own	58946	0	11.34	10	18	15	11	14297	100	0	0	0	0
2777418	NH	6-9 years	mortgage	50015	1	18.73	1	20	19	11	11754	50.34	0	0	0	0
2301315	MT	< 1 year	rent	56151	0	13.08	5	20	15	7	17570	53.39	0	0	0	0
2799961	TN	< 1 year	mortgage	52880	0	14.78	11	13	12	9	16040	56.6	0	0	0	0
2624635	MN	< 1 year	mortgage	53979	1	9.27	1	16	11	9	15149	48	0	0	0	4
2270086	NY	1 year	mortgage	51445	1	21.99	22	10	6	5	10382	90.81	0	6	6	0
2374199	MN	1 year	rent	54941	1	18.6	17	22	20	18	14175	43.95	0	2	2	1
2127466	LA	1 year	own	50423	0	16.68	30	6	4	4	14775	73.79	0	20	18	0
2291476	MT	2-5 years	rent	54923	0	17.96	5	12	12	6	16272	65.09	0	0	0	16
2040903	PA	10+ years	mortgage	47263	1	24.86	33	11	9	9	13103	79.97	0	0	0	1
2847276	CO	6-9 years	mortgage	52689	0	19.38	8	11	6	4	17221	65.67	0	0	0	0
2149913	AZ	10+ years	rent	48455	1	21.94	37	13	13	8	15900	83.95	0	1	1	0
2555484	TX	1 year	own	49866	1	22.17	13	15	15	13	10248	71.84	0	0	0	1
2172639	AL	6-9 years	mortgage	54266	1	12.12	10	14	8	5	15721	60.96	0	6	6	0
2114717	MI	< 1 year	mortgage	55924	0	10.71	3	14	10	7	15083	60.41	0	3	2	0
2812198	NY	< 1 year	own	53043	1	18.22	4	17	10	5	20589	53.19	0	0	0	0
2059737	WI	< 1 year	rent	49338	1	19.79	5	12	12	8	16054	72.75	0	0	0	0
2184502	MT	2-5 years	rent	48968	1	5	9	14	12	5	10680	53.54	0	0	0	1
2829637	IN	6-9 years	own	55179	1	13.63	24	5	4	2	12827	100	0	0	0	1
2126540	UT	2-5 years	mortgage	60640	1	26.97	14	22	18	13	16360	68.42	0	0	0	1
2090929	MA	< 1 year	mortgage	56272	0	16.88	37	13	8	3	8193	50.97	0	0	0	0
2020678	ME	2-5 years	own	55617	1	16.38	23	20	15	10	9804	47.98	0	1	1	0
2154539	IL	2-5 years	rent	54083	1	18.75	1	13	8	5	16795	54.47	2	0	0	0
2542589	NM	6-9 years	own	53856	1	16.01	17	23	14	8	13116	57.69	0	1	1	1
2876940	NV	2-5 years	own	57062	1	15.65	10	19	13	6	10750	44.75	0	0	0	0
2385808	FL	2-5 years	own	55070	1	10.67	4	13	9	5	21625	62.14	9	0	0	0
2888086	WV	2-5 years	own	56904	0	23.76	6	17	13	10	17869	78.48	0	0	0	0
2340908	SD	< 1 year	mortgage	55398	1	15.97	23	13	11	6	13287	69.75	0	0	0	1
2575635	DC	10+ years	rent	54040	1	19.82	5	18	11	11	14006	68.23	0	0	0	0
2500763	CA	2-5 years	mortgage	58795	0	10.78	23	15	15	14	15775	97.32	1	0	0	1
2233056	CA	< 1 year	mortgage	57138	1	8.35	2	15	14	12	11914	44.08	0	1	1	0
2504117	ID	6-9 years	rent	58285	1	12.79	2	16	13	9	10888	49.29	10	3	2	1
2788591	PA	2-5 years	mortgage	51602	0	11.71	14	19	16	15	15144	95.67	0	0	0	0
2882726	ID	< 1 year	rent	54720	1	12.74	4	20	16	7	15314	71.2	0	0	0	0
2773008	NM	1 year	rent	56937	1	16.08	5	12	10	4	12457	46.65	0	0	0	0
2213500	IN	< 1 year	own	57649	1	21.97	2	19	14	13	19196	57	0	0	0	1
2324218	NY	6-9 years	rent	54867	1	17.16	10	12	11	7	20497	60.9	0	0	0	0
2276084	OR	1 year	rent	52843	1	25.23	3	9	8	6	16578	66.86	8	0	0	0
2411027	AR	1 year	own	54292	1	16.4	2	19	16	11	13897	82.4	0	0	0	2
2415083	ME	10+ years	rent	56045	1	20.81	4	22	12	5	14064	88.89	10	0	0	2
2358750	VA	2-5 years	own	57756	0	14.65	5	16	16	6	16844	49.61	0	0	0	0
2755124	ME	1 year	own	52711	1	17.58	10	9	8	5	17214	69	9	0	0	0
2850954	FL	10+ years	rent	53207	1	18.4	27	10	8	4	17542	65.4	0	0	0	0
2898422	TN	1 year	own	58151	0	13.27	4	14	14	8	15870	71.83	8	0	0	0
2285477	FL	10+ years	rent	52220	1	14.72	24	19	15	8	19039	57.17	6	0	0	0
2001707	MS	2-5 years	rent	55520	0	13.04	7	23	22	18	15093	74.62	0	0	0	1
2488998	VA	6-9 years	rent	52543	0	28.92	6	9	7	6	18323	55.51	0	17	14	2
2192947	DE	6-9 years	mortgage	54165	1	6.73	37	19	17	10	11949	62.63	5	18	12	0
2028471	NE	6-9 years	mortgage	52500	1	20.5	3	12	8	5	9263	60.5	0	0	0	2
2578237	SD	1 year	mortgage	52355	1	19.94	2	15	9	8	13507	70.76	9	0	0	0
2411884	DC	10+ years	rent	48635	0	19.53	5	8	4	2	13003	58.4	0	0	0	3
2404604	IA	10+ years	own	55744	0	13.35	11	18	13	10	15063	54.64	0	0	0	0
2485621	IN	10+ years	mortgage	51425	1	17.51	23	16	12	6	13201	70.38	0	0	0	17
2068666	IL	10+ years	rent	56671	0	19.01	9	18	15	6	11925	59.9	0	0	0	0
2287363	DC	1 year	mortgage	56297	1	29.73	26	17	14	11	13438	68.67	0	0	0	1
2081221	NE	< 1 year	own	55411	0	19.58	22	15	10	3	16939	56.05	3	0	0	1
2107974	FL	< 1 year	mortgage	57139	1	17.22	32	24	17	16	13894	49.93	0	0	0	0
2238928	NY	< 1 year	rent	58416	1	6.4	3	8	5	3	12227	73.45	0	18	16	0
2407721	DC	2-5 years	mortgage	55939	1	17.55	36	17	11	9	10962	76.81	1	1	1	0
2616458	CT	< 1 year	rent	57671	1	19.79	10	18	14	7	14424	54.22	0	0	0	0
2801393	NV	10+ years	mortgage	53932	1	18.32	8	16	15	6	13318	56.42	7	0	0	0
2192115	FL	2-5 years	own	56046	1	15.7	6	12	6	5	16589	48.51	9	4	2	0
2665191	NH	10+ years	mortgage	54683	1	15.75	4	18	12	8	15226	55.71	0	19	17	0
2677036	KS	6-9 years	rent	51625	0	20.23	8	14	12	6	11937	62.07	0	0	0	0
2848389	AR	10+ years	own	52714	1	23.1	9	16	12	9	23002	0	0	0	0	0
2449205	SD	10+ years	own	54404	0	10.04	7	15	8	7	18766	79.84	0	1	1	0
2360909	GA	10+ years	own	50884	1	13.8	1	11	8	7	19193	48.82	15	3	2	1
2897755	RI	< 1 year	mortgage	52313	1	20.9	6	11	11	5	17621	78.5	2	0	0	1
2800077	CA	10+ years	mortgage	57134	0	19.6	5	13	8	4	15172	69.25	0	14	13	0
2024168	AZ	10+ years	own	57675	1	14.42	1	16	12	11	14412	35.03	0	0	0	0
2259728	WV	6-9 years	rent	53672	0	23.73	35	16	15	7	12943	79.78	0	1	1	0
2582252	GA	< 1 year	rent	55864	0	18.55	7	16	13	5	15750	82.47	0	18	12	9
2178195	MD	10+ years	mortgage	58368	1	11.96	1	14	9	3	16637	71.08	0	0	0	1
2046699	ID	6-9 years	rent	50408	1	13.58	24	19	10	8	14211	59.76	0	0	0	0
2371713	TX	1 year	rent	53758	1	18.86	40	16	11	8	10174	91.9	0	0	0	3
2565149	AL	1 year	rent	54167	0	11.05	23	14	13	7	16834	67.17	0	0	0	0
2367352	CO	10+ years	mortgage	51900	1	14.71	5	17	16	12	21295	71.47	0	2	1	0
