loanId	memberId	date	purpose	isJointApplication	loanAmount	term	interestRate	monthlyPayment	grade	loanStatus
1676902	2384678	8/18/2014	debtconsolidation	0	22408	48 months	7.73	544	B3	Current
1334845	2785789	3/6/2016	debtconsolidation	0	18259	60 months	6.33	356	D3	Current
1084089	2039629	10/13/2015	debtconsolidation	0	10142	36 months	6.34	310	C2	Current
1412005	2500833	6/6/2015	debtconsolidation	0	29740	60 months	15.06	708	A3	Current
1304617	2161343	1/29/2015	debtconsolidation	0	20252	36 months	10.13	655	A3	Current
1212725	2612461	2/23/2015	debtconsolidation	0	20899	36 months	4.75	624	E2	Current
1649797	2744569	8/27/2014	debtconsolidation	0	20463	36 months	8.36	645	C3	Current
1814930	2144035	5/14/2016	debtconsolidation	0	22168	48 months	11.24	576	D1	Current
1737993	2373306	7/29/2015	debtconsolidation	0	7914	60 months	7.2	157	A1	Current
1434917	2771548	8/7/2014	healthcare	0	10323	60 months	7.65	208	B1	Current
1660987	2358854	3/15/2016	debtconsolidation		27004	60 months	13.59	623	C1	Current
1240376	2772403	7/15/2014	debtconsolidation	0	22835	48 months	13.92	623	D2	Current
1030732	2242782	7/5/2015	debtconsolidation	0	13663	48 months	15.05	381	A3	Current
1681140	2507795	3/3/2015	debtconsolidation	0	24177	48 months	11.43	630	A1	Current
1663378	2005035	10/21/2015	debtconsolidation	0	25895	36 months	10.51	842	C2	Current
1468829	2082775	1/20/2015	debtconsolidation	0	26106	60 months	13.13	596	A2	Current
1734956	2149490	5/15/2016	homeimprovement	0	21336	48 months	12.43	566	C2	Current
1454067	2676366	4/15/2015	education	0	18835	48 months	12.65	502	C1	Current
1436462	2276832	7/5/2014	other	0	24474	48 months	6.73	583	E1	Current
1028560	2884950	5/30/2016	debtconsolidation	0	23466	48 months	8.73	581	A2	Current
1813650	2187514	12/21/2015	other	0	18540	36 months	14.89	642	A2	Current
1052337	2711685	10/12/2014	debtconsolidation	0	19125	60 months	18.44	490	A2	Current
1094585	2052156	3/25/2016	debtconsolidation	0	31297	60 months	8.79	646	B3	Current
1323696	2229408	10/1/2015	debtconsolidation	0	19110	48 months	8.34	470	A3	Current
1515470	2549741	1/13/2015	debtconsolidation	0	22085	48 months	10.05	561	A2	Current
1584364	2205240	1/7/2015	debtconsolidation	0	19376	60 months	5.79	373	A3	Current
1046657	2367330	4/20/2015	other	1	12809	60 months	11.15	279	B1	Current
1601521	2279609	4/24/2015	debtconsolidation	0	20539	48 months	9.12	512	A1	Current
1107640	2819730	11/10/2014	debtconsolidation	0	24381	36 months	12.81	819	D1	Current
1462066	2818546	12/15/2014	debtconsolidation	1	14186	36 months	10.54	461	E1	Current
1152569	2492024	11/7/2015	debtconsolidation	0	30152	36 months	10.2	976	A3	Current
1451006	2230427	5/11/2016	debtconsolidation	0	20221	36 months	7.86	632	C3	Current
1124365	2700644	6/2/2015	debtconsolidation	0	21792	36 months	11.34	717	A2	Current
1527316	2265053	5/30/2016	debtconsolidation	0	16371	36 months	7.82	512	C1	Current
1332053	2535250	2/26/2015	debtconsolidation	0	11009	60 months	11.94	245	B1	Current
1353484	2114898	10/18/2014	homeimprovement	0	20747	36 months	13.87	708	B3	Current
1311156	2067716	11/3/2015	debtconsolidation	0	22988	60 months	13.48	529	E1	Default
1049955	2690587	4/20/2016	debtconsolidation	0	27080	36 months	5.89	822	C2	Current
1431320	2010549	7/19/2014	business	0	13069	36 months	8.91	415	A2	Current
1380935	2874306	6/21/2015	debtconsolidation	0	17492	36 months	5.67	530	B2	Current
1274218	2398183	8/17/2015	debtconsolidation	0	22830	60 months	9.73	482	A2	Current
1278359	2499393	12/11/2014	debtconsolidation	0	19592	60 months	6.82	386	E1	Current
1129059	2196816	3/30/2016	other	0	24671	60 months	14.19	576	C3	Current
1175578	2607191	11/24/2014	debtconsolidation	0	26341	48 months	11.03	681	C2	Default
1244819	2642060	5/26/2014	debtconsolidation	0	14947	48 months	15.5	420	B2	Current
1585729	2640953	8/31/2015	debtconsolidation	0	13864	60 months	14.7	328	A1	Current
1212070	2209491	7/10/2015	debtconsolidation	0	19711	36 months	16.56	698	B2	Current
1254473	2595410	3/17/2015	debtconsolidation	0	15271	48 months	11.45	398	B2	Current
1681954	2520618	6/2/2015	homeimprovement	0	14584	36 months	10.85	476	A2	Current
1042931	2557443	4/6/2015	debtconsolidation	0	16665		6.56	396	E1	Current
1111060	2500615	5/22/2016	homeimprovement	0	22159	48 months	6.04	521	A2	Current
1786111	2197832	6/25/2015	debtconsolidation	0		48 months	11.3	569	A2	Current
1834329	2560212	6/5/2015	debtconsolidation	0	17567	60 months	15.74	425	B1	Current
1661485	2691023	2/10/2015	debtconsolidation	0	16352	48 months	8.19	401	B2	Current
1764884	2835642	10/13/2014	homeimprovement	0	19617	36 months	4.91	587	B1	Current
1087335	2694097	9/26/2015	debtconsolidation	0	15167	48 months	12.99	407	A2	Current
1102568	2512588	12/26/2015	debtconsolidation	0	19782	60 months	5.32	376	B2	Current
1611277	2540594	5/4/2015	debtconsolidation	0	19230	48 months	5.88	451	E1	Current
1172124	2192562	1/8/2016	debtconsolidation	0	19927	48 months	5.38	462	A3	Current
1488746	2475311	5/16/2015	other	0	32330	48 months	9.08	806	B3	Default
1169640	2069557	10/3/2014	debtconsolidation	0	21314	48 months	7.59	516	C3	Current
1765480	2079207	12/24/2015	debtconsolidation	1	17441	36 months	10.69	568	B2	Current
1706116	2559214	5/9/2016	business	0	26260	60 months	21.3	715	C2	Current
1880875	2385371	9/20/2015	other	0	26656	36 months	6.63	819	B1	Current
1773998	2466643	11/15/2015	homeimprovement	0	28259	48 months	12.8	755	D1	Current
1064674	2496609	3/3/2016	debtconsolidation	0	21642	48 months	15.31	606	C2	Current
1482966	2274521	8/22/2014	debtconsolidation	0	23571	60 months	8.92	488	C1	Current
1290702	2137591	11/8/2015	debtconsolidation	0	24819	60 months	13.29	568	C2	Current
1648825	2485714	4/12/2015	debtconsolidation	0	21985	60 months	12.4	493	A2	Current
1030180	2705789	10/10/2014	debtconsolidation	0	18328	48 months	12.27	485	A3	Current
1340099	2428812	7/22/2014	education	0	23854	36 months	6.08	727	A3	Current
1047911	2309860	11/11/2015	debtconsolidation	0	20215	60 months	23.57	577	D3	Default
1505507	2317840	5/30/2016	debtconsolidation	0	17842	48 months	8.93	443	C2	Current
1762279	2330270	10/11/2014	healthcare	0	10757	60 months	9.29	225	A3	Current
1722812	2853454	12/22/2014	debtconsolidation	0	13554		6.1	263	B3	Current
1744135	2371714	3/22/2016	debtconsolidation	0	14507	36 months	9.06	462	B3	Current
1696828	2726873	8/6/2014	debtconsolidation	0	24360	60 months	11.54	536	B3	Current
1705710	2110814	6/20/2014	debtconsolidation	0	21256	48 months	12.2	562	A3	Current
1013464	2369568	5/15/2015	debtconsolidation	1	22688	36 months	9.14	723	A1	Current
1693224	2291675	12/6/2014	debtconsolidation	0	12408	60 months	6.3	242	B2	Current
1326650	2882167	4/12/2016	debtconsolidation	0	25805	48 months	5.67	602	C3	Current
1192675	2476986	9/14/2014	business	0	20520	60 months	9.73	433	A3	Current
1263368	2087623	1/28/2015	debtconsolidation	0	16349	48 months	9.33	409	D3	Current
1188875	2109865	9/21/2015	debtconsolidation	0	21476	36 months	11.57	709	E3	Current
1225841	2497568	9/23/2015	debtconsolidation	0	15931	36 months	7.22	494	C1	Current
1068281	2180686	6/1/2014	debtconsolidation	0	15874	36 months	10.36	515	B2	Current
1212518	2865116	8/19/2015	debtconsolidation	0	24784	36 months	17.32	888	E3	Default
1666346	2472339	3/25/2016	auto	0	21639	36 months	16.03	761	A3	Current
1174617	2241298	7/13/2014	debtconsolidation	0	24899	60 months	12.85	565	E3	Current
1084583	2582357	4/1/2016	debtconsolidation	0	18751	36 months	11.15	615	A3	Current
1665522	2652694	10/25/2014	debtconsolidation	0	20578	48 months	5.78	481	A2	Current
1776473	2524721	11/1/2014	debtconsolidation	0	7934	60 months	10.17	169	E2	Current
1883973	2455670	3/7/2015	business	1	16616	48 months	15.87	470	D2	Current
1011021	2333342	12/7/2014	debtconsolidation	0	25698	60 months	10.44	552	D3	Current
1660623	2545761	10/20/2015	other	0	24649	48 months	7.2	593	A3	Current
1827839	2320642	3/26/2015	homeimprovement	0	26508	36 months	10.38	860	C1	Current
1741039	2383001	5/8/2016	debtconsolidation	0	18103	36 months	13.69	616	C1	Current
1516731	2095104	7/11/2014	debtconsolidation	0	23637	60 months	11.25	517	D3	Default
1839919	2667688	1/30/2015	debtconsolidation	0	22442	48 months	8.93	558	B2	Current
1229391	2878682	6/14/2014	debtconsolidation	0	19675	36 months	4.17	582	A2	Current
1489781	2803439	4/25/2016	debtconsolidation	0	20781	48 months	10.86	536	B2	Current
1827265	2325617	6/5/2016	other	0	27487	36 months	9.42	879	D1	Current
1024221	2117842	3/7/2016	debtconsolidation	0	18159	60 months	7.85	367	A1	Current
1858003	2370127	8/5/2015	debtconsolidation	0	20428	60 months	10.15	436	C2	Current
1190308	2180518	3/26/2016	auto	0	17509	36 months	7.85	547	A2	Current
1318816	2595850	6/6/2016	other	0	18531	48 months	5.85	434	A2	Current
1892177	2374426	6/24/2014	debtconsolidation	0	16255	60 months	19.43	426	C3	Current
1155140	2893751	8/3/2015	other	0	18866	36 months	12.21	629	E2	Current
1694179	2328477	10/6/2014	debtconsolidation	0	29512	60 months	11.95	656	C1	Default
1356164	2343480	1/10/2015	business	0	28712	36 months	13.79	978	C3	Current
1478581	2745730	5/5/2016	debtconsolidation	0	19862	60 months	12.04	442	A3	Current
1120474	2446107	3/16/2016	homeimprovement	0	34064	48 months	15.06	949	A2	Current
1328361	2238898	2/29/2016	debtconsolidation	0	21795	48 months	15.41	611	C3	Current
1750055	2090168	8/26/2015	debtconsolidation	0	21361	48 months	7.21	514	B2	Current
1359054	2598823	10/8/2015	debtconsolidation	0	15400	36 months	12.78	517	A1	Current
1018257	2873243	12/11/2015	debtconsolidation	0	17710	36 months	5.73	537	B1	Current
1018911	2755078	3/22/2015	debtconsolidation	0	22834	36 months	5.5	689	C3	Current
1098592	2486256	11/11/2014	homeimprovement	0	18648	60 months	13.74	431	C2	Current
1061250	2274832	10/9/2015	debtconsolidation	0	27347	36 months	12.9	920	B3	Current
1513711	2100758	8/28/2015	debtconsolidation	0	10811	60 months	11.7	239	C3	Current
1076869	2067286	9/20/2014	homeimprovement	0	29011	60 months	10.87	629	C1	Current
1863885	2050172	10/10/2014	debtconsolidation	0	17902	48 months	7.35	432	A2	Current
1375855	2794291	2/2/2016	debtconsolidation	0	21450	36 months	6.37	656	C2	Current
1132234	2829103	12/18/2014	debtconsolidation	1	28499	48 months	6.71	679	A2	Current
1492732	2036708	11/29/2015	debtconsolidation	0	25534	48 months	16.83	735	A1	Current
1230506	2254850	10/17/2015	debtconsolidation	0		60 months	17.46	568	A1	Current
1227795	2433013	2/17/2016	debtconsolidation	1	24560	48 months	23.24	790	E1	Default
1820960	2470639	9/4/2014	homeimprovement	0	13187	48 months	12.22	349	B3	Current
1822265	2415016	3/29/2016	debtconsolidation	0	16851	48 months	14.49	465	B1	Current
1600717	2462145	4/29/2015	education	0	22160	60 months	9.49	465	C2	Current
1041008	2722922	6/21/2014	debtconsolidation	0	22521	36 months	8.41	710	D1	Current
1385839	2375737	9/27/2015	debtconsolidation	0	25165	60 months	13.28	576	C1	Current
1377566	2000131	4/8/2015	debtconsolidation	0	11567	36 months	14.01	395	C1	Current
1314660	2399411	11/5/2014	other	0	19044	48 months	15.78	538	B2	Default
1389513	2190878	12/1/2015	education	0	17009	36 months	13.36	576	C1	Current
1738585	2595533	12/10/2014	debtconsolidation	0	18634	48 months	10.83	480	E1	Default
1366264	2634525	9/29/2014	debtconsolidation	0	27973	48 months	18.41	828	D2	Default
1730713	2140031	11/13/2014	debtconsolidation	0	20553	36 months	13.44	697	D1	Default
1324118	2053923	9/25/2015	homeimprovement	0	14479	48 months	12.96	388	B2	Current
1653056	2780213	4/16/2016	homeimprovement	1	20625	60 months	9.1	429	D1	Current
1880016	2768684	8/17/2014	debtconsolidation	0	23770	48 months	16.04	674	B1	Current
1141902	2700722	6/19/2016	debtconsolidation	0	17067	36 months	7.76	533	A1	Current
1324599	2475489	11/9/2015	debtconsolidation	1	17823	36 months	11.09	584	D2	Current
1682806	2554880	8/4/2014	debtconsolidation	0	11813	36 months	11.94	392	C1	Current
1199302	2383980	3/22/2015	debtconsolidation	0	30906	60 months	10.93	671	B1	Current
1552406	2519931	6/27/2014	other	0	16446	36 months	7.73	513	C3	Current
1382325	2343163	6/10/2016	debtconsolidation	0	24322	36 months	12.78	817	C2	Current
1421827	2706251	2/15/2015	debtconsolidation	0	29397	36 months	10.59	957	A1	Current
1220434	2063477	3/1/2015	debtconsolidation	0	15913	36 months	5.74	482	D3	Current
1061267	2026410	10/8/2015	debtconsolidation	1	15442	36 months	18.33	561	A1	Current
1517183	2166656	11/24/2015	education	0	17201	36 months	4.71	513	B1	Current
1192410	2752543	5/22/2014	debtconsolidation	0	19684	60 months	9.58	414	A2	Current
1261836	2244686	3/14/2016	debtconsolidation	0	21239	60 months	15.87	515	A1	Current
1861690	2305513	7/17/2014	debtconsolidation	0	14992	60 months	11.87	333	A1	Current
1712241	2055073	2/22/2015	debtconsolidation	0	24939	48 months	10.59	640	B1	Current
1139839	2159731	6/27/2016	debtconsolidation	0	15064	60 months	5.78	290	B3	Current
1835469	2694254	6/16/2015	debtconsolidation	0	16206	48 months	10.13	412	D1	Current
1519343	2636436	10/9/2015	debtconsolidation	0	25015	48 months	10.4	639	A2	Current
1718156	2521166	10/22/2015	debtconsolidation	0	17915	36 months	5.87	544	C1	Current
1314291	2424413	5/22/2015	debtconsolidation	0	22040	60 months	15.36	529	C3	Current
1137210	2739607	6/7/2016	debtconsolidation	0	19538	36 months	6.17	596	E3	Default
1152807	2185846	4/7/2015	debtconsolidation	0	26465	36 months	12.81	889	B2	Current
1069846	2151146	6/17/2014	business	0	20450	60 months	7.3	408	C1	Current
1155729	2637649	7/16/2014	other	1	14080	48 months	13.71	383	B1	Current
1218497	2244058	2/24/2016	debtconsolidation	0	23181	60 months	11.7	512	A3	Current
1367272	2771050	3/30/2016	debtconsolidation	0	25508	48 months	16.06	724	A2	Current
1227480	2207648	10/6/2015	debtconsolidation	0	19189	48 months	12.48	510	C2	Current
1436075	2214867	6/21/2016	healthcare	0	18428	36 months	6.52	565	B2	Current
1814791	2817210	5/13/2016	healthcare	0	22807	60 months	15.82	552	A3	Current
1823060	2617483	12/7/2015	debtconsolidation	0	27688	48 months	14.39	762	A2	Current
1646448	2755817	2/6/2016	debtconsolidation	0	22480	48 months	22.24	711	D3	Default
1104196	2123413	3/3/2016	debtconsolidation	0	18325	48 months	11.35	477	C2	Current
1601581	2265673	10/12/2015	homeimprovement	0	17471	60 months	8.28	357	D3	Current
1251598	2065395	2/2/2016	debtconsolidation	0	26018	60 months	18.94	674	E2	Default
1499577	2004661	7/5/2015	debtconsolidation	0	15658	60 months	9.52	329	B3	Current
1721891	2397508	3/5/2015	homeimprovement	0	16937	60 months	14.52	399	A3	Current
1743975	2292380	6/13/2016	debtconsolidation		23025	60 months	9.84	487	B1	Current
1403553	2531512	9/24/2014	debtconsolidation	0	22983	48 months	9.93	582	C2	Current
1633206	2535460	12/15/2015	homeimprovement	0	14990	48 months	13.11	403	B1	Current
1539515	2680446	6/2/2015	debtconsolidation	0	26955		17.55	678	A3	Current
1629132	2449197	9/13/2015	debtconsolidation	0	18645	60 months	6.22	362	A1	Current
1319154	2131833	5/13/2015	debtconsolidation	0	15011	48 months	8.49	370	E1	Default
1829442	2775626	5/16/2015	other	0	15034	60 months	11.31	329	E3	Current
1399199	2627163	9/3/2014	debtconsolidation	0	23935	48 months	4.71	548	B2	Current
1604094	2567467	12/5/2015	debtconsolidation	0	26279	48 months	17.65	767	B3	Default
1231604	2264304	11/6/2014	debtconsolidation	0	17547	48 months	12.27	464	D2	Current
1661411	2338753	10/19/2014	debtconsolidation	0	21050	36 months	13.84	718	A1	Current
1765446	2579233	8/6/2014	debtconsolidation	0	29559	36 months	9.35	945	B1	Current
1509525	2486117	11/4/2014	debtconsolidation	0	25791	48 months	16.24	734	A3	Current
1219278	2759323	2/23/2016	debtconsolidation	0	20375	36 months	16.73	724	A1	Current
1242056	2369833	9/30/2014	debtconsolidation	0	16126	60 months	12.65	364	C1	Current
1546334	2756181	12/16/2015	debtconsolidation	0	32252	48 months	15.23	901	A2	Current
1662997	2343809	7/12/2015	business	0	14142	36 months	12.03	470	A1	Current
1450674	2482845	4/6/2015	debtconsolidation	0	23583	36 months	9.71	758	C2	Current
1399657	2698989	3/16/2016	debtconsolidation	0	23966	48 months	9.34	600	A3	Current
1256091	2596296	7/13/2014	debtconsolidation	0	7804	36 months	10.73	254	B2	Current
1041153	2019903	6/24/2015	homeimprovement	0	19732	36 months	5.14	593	B3	Current
1116856	2390131	8/1/2014	debtconsolidation	0	29691	60 months	12.6	669	B1	Current
1622090	2371604	2/28/2015	debtconsolidation	0	22200	48 months	13.82	605	A2	Current
1646011	2491674	3/10/2015	debtconsolidation	0	14413	48 months	8.17	353	A3	Current
1823090	2725384	11/20/2015	debtconsolidation	0	31388	36 months	14.18	1076	D2	Default
1645175	2466100	11/26/2014	homeimprovement	0	22971	48 months	14.81	637	C3	Current
1279126	2808663	11/10/2015	debtconsolidation	0	17651	60 months	7.3	352	A2	Current
1454764	2676081	12/4/2014	debtconsolidation	1	17448	36 months	9.83	562	B3	Current
1831562	2856257	7/7/2015	homeimprovement	0	18060	36 months	8.27	568	C2	Current
1099479	2806771	6/1/2014	other	0	17400	48 months	9.39	436	E3	Default
1405010	2865574	6/1/2015	debtconsolidation	0	16829	36 months	10.82	550	B3	Current
1409938	2190948	6/23/2016	homeimprovement	0	21097	48 months	10.23	537	A1	Current
1232826	2733159	1/4/2016	debtconsolidation	0	20407	36 months	7.48	635	D3	Current
1091661	2859608	7/20/2015	debtconsolidation	0	24444	60 months	14.45	574	E1	Current
1540473	2175597	3/23/2015	debtconsolidation	0	13455	60 months	11.23	294	C3	Current
1493546	2058619	10/3/2015	debtconsolidation	0	13387	48 months	9.72	338	B3	Current
1639240	2378540	4/1/2015	debtconsolidation	1	11815	60 months	10.31	253	E2	Current
1334913	2432721	1/24/2015	debtconsolidation	0	17943	36 months	27.53	738	B2	Default
1427965	2675969	10/7/2015	debtconsolidation	0	17771	36 months	5.67	538	A2	Current
1092092	2693846	12/27/2014	business	0	12434	48 months	6.69	296	E1	Current
1173584	2508781	6/4/2014	education	0	24734	48 months	8.49	610	A1	Current
1446364	2639731	11/22/2014	debtconsolidation	0	30079	36 months	13.61	1022	C2	Current
1136168	2126392	5/13/2015	debtconsolidation	1	20942	48 months	12.64	558	A2	Current
1415146	2657048	4/25/2015	debtconsolidation	0	25790	48 months	6.51	612	B3	Current
1236864	2283776	1/17/2015	debtconsolidation	0	23180	48 months	12.16	612	D1	Current
1144078	2384984	6/14/2014	debtconsolidation	0	24581	60 months	13.81	570	D2	Current
1661083	2387119	11/25/2014	debtconsolidation	0	18755	60 months	15.79	454	A2	Current
1735264	2821544	7/10/2014	debtconsolidation	0	20331	60 months	11.16	444	C2	Current
1881315	2868850	4/18/2015	debtconsolidation	0	22755	48 months	8.91	565	A1	Current
1862999	2162878	6/27/2016	debtconsolidation	1	25879	36 months	6.91	798	D2	Current
1092419	2826146	9/5/2015	debtconsolidation	0	16311	48 months	15.24	456	A2	Current
1401768	2799791	2/8/2016	homeimprovement	0	22461	36 months	11.29	738	C1	Current
1238381	2719925	5/28/2015	debtconsolidation	0	26610	36 months	12.6	891	C1	Current
1030481	2420183	6/3/2014	debtconsolidation	0	17994	48 months	6.07	423	B1	Current
1470536	2599283	12/22/2014	homeimprovement	0	21643	36 months	9.56	694	B3	Current
1754842	2592405	4/6/2015	auto	0	25718	48 months	17.44	748	A1	Current
1234561	2024912	3/10/2016	debtconsolidation	0	27667	48 months	13.14	744	D3	Current
1362636	2500640	4/17/2015	debtconsolidation	0	16732	48 months	7.45	404	A2	Current
1684884	2166457	6/28/2014	debtconsolidation	0	14651	48 months	8.63	362	D1	Current
1757574	2548531	2/6/2016	debtconsolidation	0	23106	48 months	6.64	549	B2	Current
1682681	2335980	2/25/2015	debtconsolidation	0	15999	60 months	10.93	347	C1	Current
1853308	2396970	2/2/2016	debtconsolidation	0	24382	48 months	9.91	617	A3	Current
1577334	2397926	3/16/2016	debtconsolidation	0	26937	60 months	16.3	659	B3	Current
1243982	2794472	4/19/2016	debtconsolidation	0	17633	60 months	4.61	330	B2	Current
1469354	2071180	3/25/2015	homeimprovement	0	21058	36 months	5.22	633	B2	Current
1652244	2890574	10/21/2014	debtconsolidation	1	15817	48 months	8.85	392	A2	Current
1778617	2346662	5/26/2014	healthcare	0	19038	48 months	10.37	486	A3	Current
1661141	2693175	10/15/2014	debtconsolidation	0	14047	48 months	15.53	395	B3	Current
1106200	2107539	11/26/2014	debtconsolidation	0	19175	60 months	6.02	371	A3	Current
1418543	2674487	1/9/2016	debtconsolidation	0	17857	48 months	6.92	427	A1	Current
1141594	2239296	11/26/2014	debtconsolidation	0	20390	60 months	16.27	499	D1	Default
1724734	2112636	7/27/2015	debtconsolidation	0	23257	48 months	4.35	529	D3	Current
1638982	2812863	8/3/2015	debtconsolidation	0	27768	60 months	9.15	578	E2	Default
1226980	2653682	8/10/2014	debtconsolidation		25025	36 months	10.24	810	C1	Current
1001605	2478081	7/21/2015	debtconsolidation	0	19080	60 months	13.19	436	A1	Current
1105266	2252681	11/22/2015	homeimprovement	0	18027	48 months	6.56	428	B1	Current
1070888	2483083	10/9/2014	debtconsolidation	1	22699	60 months	12.92	516	A1	Current
1810990	2472755	6/16/2015	other	0	25136	48 months	8.91	624	B2	Current
1809495	2368956	12/1/2014	debtconsolidation	0	16954	48 months	5.52	394	E3	Current
1261325	2559536	10/23/2014	debtconsolidation	0	13074	36 months	10.58	425	C1	Current
1479346	2849957	10/20/2014	auto	0	18396	36 months	16.41	650	B1	Current
1358979	2094093	9/14/2014	other	0	16582	48 months	8.38	408	D2	Current
1257172	2057853	8/12/2015	debtconsolidation	0	19115	48 months	10.36	488	B1	Current
1896576	2634875	5/22/2016	debtconsolidation	1	20842	60 months	15.93	506	A3	Current
1518971	2378862	3/28/2015	debtconsolidation	0	19539	60 months	7.43	391	C1	Current
1300477	2590780	6/22/2015	debtconsolidation	0	27634	60 months	5.74	531	A3	Current
1794620	2585071	3/14/2015	other	0	18652	60 months	13.99	434	E3	Default
1282838	2203888	10/8/2014	debtconsolidation	0	18635	60 months	7.86	377	E3	Current
1790896	2178904	5/3/2015	healthcare	0	23278	48 months	7.71	565	A3	Current
1467933	2024316	10/7/2015	debtconsolidation	0	13613	36 months	10.8	444	A3	Current
1450798	2351051	7/1/2014	debtconsolidation	0	17973	36 months	10.32	583	D2	Default
1431558	2407584	10/14/2015	debtconsolidation	0	26081	36 months	12.49	872	A2	Current
1006765	2398177	3/3/2016	debtconsolidation	0	15583	60 months	10.93	338	A3	Current
1647642	2723915	3/5/2015	debtconsolidation	0	18578	48 months	7.86	452	A1	Current
1440442	2778383	12/29/2015	debtconsolidation	0	26935	60 months	27.82	836	E3	Default
1778494	2796914	7/4/2014	debtconsolidation	1	15688	36 months	7.03	485	A2	Current
1450862	2352857	6/9/2016	other	0	21767	60 months	11.69	481	B3	Default
1050341	2003133	6/5/2015	debtconsolidation	0	19742	36 months	4.9	591	D2	Current
1713651	2828816	1/29/2015	debtconsolidation	0	26012	36 months	8.02	815	B2	Current
1789121	2876721	1/8/2015	debtconsolidation	0	15310	36 months	8.54	484	B2	Current
1872067	2018288	4/2/2015	debtconsolidation	0	25914	36 months	13.88	884	C2	Current
1433283	2015726	8/2/2015	other	0	20075	48 months	15.45	563	A1	Current
1261750	2417567	1/31/2016	debtconsolidation	0	19393	36 months	10.77	633	B1	Current
1345532	2830481	6/15/2014	homeimprovement	0	25889	60 months	8.15	527	B1	Current
1157813	2121302	9/19/2014	debtconsolidation	0	17362	48 months	7.2	417	A3	Current
1585989	2833886	8/22/2015	debtconsolidation	0	19799	36 months	8.53	625	D2	Current
1854054	2093459	2/19/2016	debtconsolidation	0	15008	48 months	8.22	368	A2	Current
1038338	2431589	6/15/2014	debtconsolidation	0	21528	48 months	10.98	556	B2	Current
1514447	2502283	12/6/2014	debtconsolidation	1	21491	48 months	6.95	514	A2	Current
1434222	2378170	12/22/2014	other	0	18254	48 months	8.81	453	B3	Current
1076566	2622084	12/24/2015	healthcare	0	18411	60 months	5.42	351	E2	Default
1208933	2558330	10/12/2014	other	0	21620	48 months	4.45	493	A3	Current
1451331	2716559	11/28/2015	other	0	20978	60 months	9.06	436	D3	Current
1746294	2452226	6/8/2015	debtconsolidation	0	17957	48 months	7.39	433	B3	Current
1717865	2150851	8/20/2015	debtconsolidation	0	21222		7.4	659	D2	Current
1208741	2553465	9/27/2014	debtconsolidation	0	21989	48 months	14.76	609	B2	Current
1112026	2510251	8/3/2015	debtconsolidation	0	22286	36 months	11.62	736	C1	Current
1602307	2884801	10/12/2015	auto	1	14712	48 months	20.75	454	D1	Default
1285827	2303814	2/21/2016	debtconsolidation	0	22018	48 months	16.23	627	B1	Current
1323258	2343109	7/2/2015	debtconsolidation	0	17833	48 months	18.46	528	E1	Current
1767743	2460259	5/10/2015	debtconsolidation	1	15446	60 months	23.85	443	A3	Default
1490806	2520039	10/8/2014	debtconsolidation	0	23322	60 months	10.82	505	A2	Current
1702403	2855973	11/7/2014	debtconsolidation	0	20098	60 months	17.44	504	A2	Current
1144883	2784550	9/23/2014	healthcare	0	14296	60 months	7.79	288	B2	Current
1856340	2225530	8/19/2015	debtconsolidation	0	20866	36 months	12.11	694	E3	Current
1447038	2731618	2/7/2016	debtconsolidation	0	24381	48 months	8.02	595	A2	Current
1486659	2622725	6/16/2014	debtconsolidation	0	20963	48 months	21.73	657	A1	Current
1612937	2543402	4/16/2016	other	0	17466	60 months	8.97	362	B1	Current
1030594	2647957	4/23/2015	debtconsolidation	0	21987	48 months	13	590	A2	Current
1331224	2705435	4/27/2016	debtconsolidation	0	16546	60 months	6.62	325	C1	Current
1258638	2169478	6/23/2016	debtconsolidation	0	20793	48 months	11.06	538	D2	Current
1447978	2680322	9/7/2015	debtconsolidation	0	21407	48 months	13.57	580	A1	Current
1277117	2419954	12/6/2015	debtconsolidation	0	24665		31.43	820	D1	Default
1761443	2636006	5/28/2016	debtconsolidation	0	17067	36 months	7.31	529	B1	Current
1726178	2640780	3/13/2015	other	0	18736	36 months	7.08	579	B2	Default
1110705	2313340	11/11/2015	debtconsolidation	0	17904	36 months	9.73	575	A1	Current
1154605	2203606	2/24/2015	debtconsolidation	0	15380	60 months	6.32	300	B2	Current
1567387	2773399	9/19/2015	debtconsolidation	0	26060	36 months	8.89	827	A3	Current
1459073	2377173	2/22/2015	debtconsolidation	0	18675	48 months	8.8	463	C1	Current
1170424	2282472	6/9/2014	debtconsolidation	0	25384	60 months	5.94	490	B2	Current
1017233	2387737	1/20/2015	debtconsolidation	0	23884	60 months	15.85	579	A2	Current
1266651	2448536	8/24/2015	debtconsolidation	0	16632	48 months	13.19	448	D2	Current
1036078	2619110	5/29/2016	debtconsolidation	0	27274	60 months	12.22	610	B3	Current
1215248	2080453	10/26/2015	business	0	14803	60 months	14.6	349	C3	Default
1640302	2064441	6/12/2014	debtconsolidation	0	22721	36 months	7.32	705	A3	Current
1707773	2388558	11/22/2014	debtconsolidation	0	25755	60 months	5.59	493	E3	Current
1233255	2417681	1/13/2016	debtconsolidation	0	14188	60 months	12.79	321	A3	Current
1377329	2118389	11/3/2015	debtconsolidation	0	22389	60 months	16.23	547	E1	Default
